2015-08-28,全銘柄日足,http://k-db.com/
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
4834-S,キャリアバンク,札証,サービス業,1038,1070,1038,1070,200,210800
4837-T,シダックス,JQスタンダード,サービス業,517,518,515,516,15100,7800400
4838-T,スペースシャワーネットワーク,JQスタンダード,情報・通信業,402,423,402,417,12000,4927700
4839-T,WOWOW,東証1部,情報・通信業,3425,3425,3365,3410,30700,104173500
4840-T,トライアイズ,JQグロース,サービス業,392,401,392,399,32700,13050000
4842-T,USEN,JQスタンダード,情報・通信業,316,330,313,327,444200,143182400
4845-T,フュージョンパートナー,東証1部,情報・通信業,505,519,502,506,129200,65459700
4847-T,インテリジェント ウェイブ,JQスタンダード,情報・通信業,487,490,471,486,97100,46865100
4848-T,フルキャストホールディングス,東証1部,サービス業,869,880,860,873,419600,365167800
4849-T,エン・ジャパン,JQスタンダード,サービス業,2800,2931,2771,2869,154500,441972400
4850-T,ダウケミカル,東証1部外国,化学,5290,5300,5290,5300,30,158800
4875-T,メディシノバ・インク,JQスタンダード外国,医薬品,358,364,348,356,73500,25922400
4901-T,富士フイルムホールディングス,東証1部,化学,4860.0,5036.0,4850.5,4991.5,4255300,21087051500
4902-T,コニカミノルタ,東証1部,電気機器,1320,1354,1316,1345,2063500,2760713100
4911-T,資生堂,東証1部,化学,2701.0,2720.0,2590.0,2634.0,3865500,10189888300
4912-T,ライオン,東証1部,化学,1086,1089,1048,1056,1440000,1526117000
4914-T,高砂香料工業,東証1部,化学,640,674,640,668,166000,110009000
4917-T,マンダム,東証1部,化学,4495,4495,4385,4450,85200,378051000
4918-T,アイビー化粧品,JQスタンダード,化学,247,257,247,257,18000,4489000
4919-T,ミルボン,東証1部,化学,4350,4445,4315,4435,24300,106437500
4920-T,日本色材工業研究所,JQスタンダード,化学,283,283,283,283,1000,283000
4921-T,ファンケル,東証1部,化学,1716,1748,1687,1691,368700,629435400
4922-T,コーセー,東証1部,化学,12000,12050,11650,11920,974400,11579144000
4923-T,コタ,東証1部,化学,1290,1317,1288,1313,7700,10013000
4924-T,ドクターシーラボ,東証1部,化学,2239,2239,2179,2197,168100,369277100
4925-T,ハーバー研究所,JQスタンダード,化学,4400,4400,4360,4380,3300,14481500
4926-T,シーボン,東証1部,化学,2640,2668,2637,2656,4300,11398400
4927-T,ポーラ・オルビスホールディングス,東証1部,化学,7260,7390,7130,7200,217400,1572841000
4928-T,ノエビアホールディングス,東証1部,化学,2700,2715,2651,2672,103900,277488700
4929-T,アジュバンコスメジャパン,東証1部,化学,875,889,873,887,10000,8820900
4951-T,エステー,東証1部,化学,1036,1040,1021,1036,16400,16919700
4952-T,エス・ディー・エス バイオテック,東証2部,化学,960,1041,960,1035,10600,10648800
4955-T,アグロ カネショウ,東証1部,化学,1021,1055,1021,1048,29400,30627200
4956-T,コニシ,東証1部,化学,2094,2174,2057,2157,25100,53584600
4957-T,ヤスハラケミカル,東証2部,化学,731,731,720,724,1100,797300
4958-T,長谷川香料,東証1部,化学,1788,1866,1758,1858,27200,49690200
4960-T,ケミプロ化成,東証2部,化学,144,144,143,143,8000,1148000
4962-T,互応化学工業,東証2部,化学,1370,1370,1370,1370,500,685000
4963-T,星光PMC,東証1部,化学,1020,1030,993,1012,290100,293631700
4965-T,曽田香料,JQスタンダード,化学,959,959,959,959,200,191800
4966-T,上村工業,東証2部,化学,6170,6170,5690,5720,4300,25821000
4967-T,小林製薬,東証1部,化学,9430,9450,9130,9320,127300,1177945000
4968-T,荒川化学工業,東証1部,化学,1128,1128,1103,1117,32900,36670300
4970-T,東洋合成工業,JQスタンダード,化学,790,815,790,799,14100,11298600
4971-T,メック,東証1部,化学,692,729,692,722,158100,113110100
4972-T,綜研化学,JQスタンダード,化学,1061,1083,1041,1075,18500,19534300
4973-T,日本高純度化学,東証1部,化学,2362,2399,2325,2344,9200,21573500
4974-T,タカラバイオ,東証マザーズ,化学,1169,1199,1165,1196,172500,204188800
4975-T,JCU,東証1部,化学,4940,5080,4860,5010,26300,129929500
4976-T,東洋ドライルーブ,JQスタンダード,化学,1600,1600,1600,1600,100,160000
4977-T,新田ゼラチン,東証1部,化学,728,745,721,737,30500,22469900
4978-T,リプロセル,JQグロース,化学,526,538,525,529,335500,177802500
4979-T,OATアグリオ,東証2部,化学,1395,1396,1370,1374,6800,9396700
4980-T,デクセリアルズ,東証1部,化学,1599,1632,1592,1630,1881600,3034129400
4985-T,アース製薬,東証1部,化学,4600,4640,4545,4630,37200,170904500
4987-T,寺岡製作所,東証2部,化学,463,463,445,459,6500,2970500
4989-T,イハラケミカル工業,東証1部,化学,1356,1356,1315,1330,28400,37829700
4990-T,昭和化学工業,東証2部,化学,353,353,353,353,2000,706000
4992-T,北興化学工業,東証1部,化学,401,415,401,406,103000,41720000
4994-T,大成ラミック,東証1部,化学,2995,2995,2942,2985,4800,14262200
4995-F,サンケイ化学,福証,化学,96,98,96,98,2000,194000
4996-T,クミアイ化学工業,東証1部,化学,946,946,923,936,150200,139911800
4997-T,日本農薬,東証1部,化学,903,958,903,943,780000,730239300
4998-T,フマキラー,東証2部,化学,484,495,478,484,85000,41138000
4999-T,セメダイン,東証2部,化学,457,457,449,457,5000,2276000
5002-T,昭和シェル石油,東証1部,石油石炭製品,1020,1050,1018,1040,1738900,1798110500
5007-T,コスモ石油,東証1部,石油石炭製品,190,191,184,186,4553000,855704000
5008-T,東亜石油,東証2部,石油石炭製品,154,157,154,156,301000,46855000
5009-T,富士興産,東証1部,卸売業,507,528,507,528,2800,1451400
5010-T,日本精蝋,東証2部,石油石炭製品,251,254,251,253,7000,1768000
5011-T,ニチレキ,東証1部,石油石炭製品,933,965,933,939,51000,48341000
5012-T,東燃ゼネラル石油,東証1部,石油石炭製品,1185,1198,1178,1197,4117000,4901607000
5013-T,ユシロ化学工業,東証1部,石油石炭製品,1399,1443,1390,1428,26200,37295000
5015-T,ビーピー・カストロール,東証1部,石油石炭製品,1295,1300,1283,1291,21300,27529200
5017-T,富士石油,東証1部,石油石炭製品,364,375,364,368,417300,154349500
5018-T,MORESCO,東証1部,石油石炭製品,1824,1855,1810,1840,40900,74890100
5019-T,出光興産,東証1部,石油石炭製品,2009,2097,2000,2065,1548200,3188515100
5020-T,JXホールディングス,東証1部,石油石炭製品,459.5,478.0,456.2,469.0,32802300,15364797020
5101-T,横浜ゴム,東証1部,ゴム製品,2370,2406,2344,2391,645400,1538545200
5103-T,昭和ホールディングス,東証2部,ゴム製品,103,105,103,105,310200,32186900
5104-T,日東化工,東証2部,ゴム製品,87,89,87,88,155000,13595000
5105-T,東洋ゴム工業,東証1部,ゴム製品,2713,2731,2672,2703,1472900,3981727600
5108-T,ブリヂストン,東証1部,ゴム製品,4100.0,4178.5,4073.5,4145.5,3263000,13486820400
5108-F,ブリヂストン,福証,ゴム製品,-,-,-,-,0,0
5110-T,住友ゴム工業,東証1部,ゴム製品,1724,1735,1710,1725,1544500,2662755900
5121-T,藤倉ゴム工業,東証1部,ゴム製品,596,607,596,607,70100,42194600
5122-T,オカモト,東証1部,ゴム製品,975,1048,971,1039,2396000,2438522000
5142-T,アキレス,東証1部,化学,150,154,149,152,471000,71512000
5161-T,西川ゴム工業,東証2部,ゴム製品,1860,1900,1860,1860,1200,2236800
5162-T,朝日ラバー,JQスタンダード,ゴム製品,1040,1133,949,988,610800,627998300
5184-T,ニチリン,東証2部,ゴム製品,1350,1452,1350,1450,59200,83612400
5185-T,フコク,東証1部,ゴム製品,995,1019,995,1014,45200,45565800
5186-T,ニッタ,東証1部,ゴム製品,2876,2943,2826,2931,66000,192068300
5187-T,クリエートメディック,東証1部,精密機器,972,987,968,976,8400,8199300
5189-T,櫻護謨,東証2部,ゴム製品,-,-,-,-,0,0
5191-T,住友理工,東証1部,ゴム製品,980,1011,975,1003,245400,244413200
5192-T,三ツ星ベルト,東証1部,ゴム製品,963,991,946,986,236000,228731000
5194-T,相模ゴム工業,東証2部,ゴム製品,979,1040,979,1020,132000,133552000
5195-T,バンドー化学,東証1部,ゴム製品,480,489,474,483,82000,39516000
5196-T,鬼怒川ゴム工業,東証1部,輸送用機器,591,612,581,608,1174000,700750000
5199-T,不二ラテックス,JQスタンダード,ゴム製品,351,369,351,364,81000,29357000
5201-T,旭硝子,東証1部,ガラス土石製品,734,743,726,737,5336000,3931267000
5202-T,日本板硝子,東証1部,ガラス土石製品,109,113,109,112,20695000,2300904000
5204-T,石塚硝子,東証1部,ガラス土石製品,213,218,213,217,74000,15931000
5208-T,有沢製作所,東証1部,化学,730,745,721,730,276300,201647800
5210-T,日本山村硝子,東証1部,ガラス土石製品,179,183,179,183,171000,30860000
5212-T,不二硝子,JQスタンダード,ガラス土石製品,468,468,467,467,300,140200
5214-T,日本電気硝子,東証1部,ガラス土石製品,542,551,533,540,9579000,5173574000
5216-T,倉元製作所,JQスタンダード,ガラス土石製品,289,306,286,299,425800,126217800
5217-T,テクノクオーツ,JQスタンダード,ガラス土石製品,476,480,476,480,2000,956000
5218-T,オハラ,東証1部,ガラス土石製品,575,575,569,570,24300,13877000
5232-T,住友大阪セメント,東証1部,ガラス土石製品,488,488,473,476,4682000,2239270000
5233-T,太平洋セメント,東証1部,ガラス土石製品,416,419,413,414,11337000,4713105000
5233-F,太平洋セメント,福証,ガラス土石製品,-,-,-,-,0,0
5234-T,デイ・シイ,東証1部,ガラス土石製品,393,408,393,404,31200,12474500
5237-T,ノザワ,東証2部,ガラス土石製品,529,538,529,532,12000,6409000
5261-T,リゾートソリューション,東証1部,サービス業,284,284,281,283,51000,14433000
5262-T,日本ヒューム,東証1部,ガラス土石製品,679,706,677,701,44400,30828700
5268-T,旭コンクリート工業,東証2部,ガラス土石製品,645,659,640,659,18700,12194300
5269-T,日本コンクリート工業,東証1部,ガラス土石製品,426,438,417,438,272700,117615300
5271-T,トーヨーアサノ,東証2部,ガラス土石製品,200,216,200,206,24000,4969000
5273-T,三谷セキサン,東証1部,ガラス土石製品,1820,1876,1781,1862,18400,33512500
5277-T,スパンクリートコーポレーション,JQスタンダード,ガラス土石製品,364,386,364,368,6700,2529600
5279-T,日本興業,JQスタンダード,ガラス土石製品,173,173,167,167,28000,4728000
5280-T,ヨシコン,JQスタンダード,ガラス土石製品,1150,1191,1148,1189,24800,28988300
5282-T,ジオスター,東証2部,ガラス土石製品,698,698,688,690,24000,16579000
5283-T,高見澤,JQスタンダード,卸売業,355,385,355,385,3000,1110000
5284-T,ヤマウ,JQスタンダード,ガラス土石製品,587,597,560,586,97000,56429000
5285-T,ヤマックス,JQスタンダード,ガラス土石製品,250,253,250,253,3000,754000
5287-T,イトーヨーギョー,東証2部,ガラス土石製品,923,1057,923,1057,12500,12771800
5288-T,ジャパンパイル,東証1部,ガラス土石製品,830,841,819,828,161400,134171500
5289-T,ゼニス羽田ホールディングス,東証2部,ガラス土石製品,214,235,212,228,413400,92964900
5301-T,東海カーボン,東証1部,ガラス土石製品,298,305,296,304,2501000,752726000
5302-T,日本カーボン,東証1部,ガラス土石製品,300,302,296,299,1613000,482470000
5304-T,SECカーボン,東証2部,ガラス土石製品,334,335,328,335,10000,3321000
5310-T,東洋炭素,東証1部,ガラス土石製品,1650,1681,1635,1672,80400,133711400
5331-T,ノリタケカンパニーリミテド,東証1部,ガラス土石製品,273,276,268,271,176000,47764000
5332-T,TOTO,東証1部,ガラス土石製品,1818,1847,1791,1800,3726000,6729290000
5332-F,TOTO,福証,ガラス土石製品,-,-,-,-,0,0
5333-T,日本碍子,東証1部,ガラス土石製品,2757,2843,2749,2802,4276000,11994673000
5334-T,日本特殊陶業,東証1部,ガラス土石製品,3040,3060,2974,3025,655500,1985949900
5337-T,ダントーホールディングス,東証1部,ガラス土石製品,191,199,190,196,87000,16967000
5341-T,アサヒ衛陶,東証2部,ガラス土石製品,83,83,82,83,203000,16777000
5344-T,MARUWA,東証1部,ガラス土石製品,2535,2564,2506,2542,47600,121040600
5351-T,品川リフラクトリーズ,東証1部,ガラス土石製品,259,267,259,264,135000,35526000
5351-S,品川リフラクトリーズ,札証,ガラス土石製品,-,-,-,-,0,0
5352-T,黒崎播磨,東証1部,ガラス土石製品,255,261,254,260,202000,52288000
5352-F,黒崎播磨,福証,ガラス土石製品,-,-,-,-,0,0
5355-T,日本坩堝,東証2部,ガラス土石製品,174,180,174,180,22000,3868000
5357-T,ヨータイ,東証1部,ガラス土石製品,336,347,336,341,24000,8224000
5358-T,イソライト工業,東証1部,ガラス土石製品,212,219,211,216,35000,7558000
5363-T,東京窯業,東証1部,ガラス土石製品,187,191,186,188,35000,6590000
5367-T,ニッカトー,東証1部,ガラス土石製品,402,407,400,407,11300,4558600
5380-T,新東,JQスタンダード,ガラス土石製品,-,-,-,-,0,0
5381-T,Mipox,JQスタンダード,ガラス土石製品,375,387,375,387,55700,21185100
5384-T,フジミインコーポレーテッド,東証1部,ガラス土石製品,1910,1932,1882,1893,99600,189410700
5386-T,鶴弥,東証2部,ガラス土石製品,421,422,415,422,2900,1213600
5387-T,チヨダウーテ,JQスタンダード,ガラス土石製品,-,-,-,-,0,0
5388-T,クニミネ工業,東証2部,ガラス土石製品,739,765,738,760,22300,16689200
5391-T,エーアンドエーマテリアル,東証1部,ガラス土石製品,93,97,93,97,348000,33213000
5393-T,ニチアス,東証1部,ガラス土石製品,765,783,756,778,1234000,956676000
5395-T,理研コランダム,東証2部,ガラス土石製品,254,260,254,260,8000,2051000
5398-T,日本研紙,東証2部,ガラス土石製品,101,105,100,103,119000,12205000
5401-T,新日鐵住金,東証1部,鉄鋼,248.0,260.6,247.9,257.8,68004000,17465221700
5401-F,新日鐵住金,福証,鉄鋼,-,-,-,-,0,0
5401-S,新日鐵住金,札証,鉄鋼,-,-,-,-,0,0
5406-T,神戸製鋼所,東証1部,鉄鋼,164,172,163,168,84721000,14265170000
5408-T,中山製鋼所,東証1部,鉄鋼,78,82,78,81,904000,72215000
5410-T,合同製鐵,東証1部,鉄鋼,189,197,188,196,1036000,200891000
5411-T,ジェイ エフ イー ホールディングス,東証1部,鉄鋼,1896.0,1972.0,1895.0,1947.0,7594800,14769641200
5412-T,ポスコ 普通株式米国預託証券,東証1部外国,鉄鋼,4710,4710,4710,4710,10,47100
5413-T,日新製鋼,東証1部,鉄鋼,1095,1153,1090,1150,1280500,1456519200
5423-T,東京製鐵,東証1部,鉄鋼,760,796,760,786,1283500,1005443400
5440-T,共英製鋼,東証1部,鉄鋼,2091,2187,2091,2157,301900,651260300
5444-T,大和工業,東証1部,鉄鋼,2674,2792,2670,2770,288800,793211100
5445-T,東京鐵鋼,東証1部,鉄鋼,562,566,549,553,186000,103669000
5446-T,北越メタル,東証2部,鉄鋼,280,280,280,280,6000,1680000
5448-T,東京鋼鐵,JQスタンダード,鉄鋼,392,395,390,394,6800,2670600
5449-T,大阪製鐵,東証1部,鉄鋼,1890,1955,1862,1920,18600,35604100
5451-T,淀川製鋼所,東証1部,鉄鋼,501,522,499,517,171000,87914000
5453-T,東洋鋼鈑,東証1部,鉄鋼,447,465,446,461,207300,94958100
5456-T,朝日工業,JQスタンダード,鉄鋼,1037,1042,1022,1034,7400,7667000
5458-T,高砂鐵工,東証2部,鉄鋼,95,97,92,94,148000,14065000
5463-T,丸一鋼管,東証1部,鉄鋼,3085,3130,3040,3060,237600,730878000
5464-T,モリ工業,東証1部,鉄鋼,359,362,358,360,41000,14731000
5471-T,大同特殊鋼,東証1部,鉄鋼,447,468,444,462,4978000,2293466000
5476-T,日本高周波鋼業,東証1部,鉄鋼,102,105,101,104,1929000,200185000
5480-T,日本冶金工業,東証1部,鉄鋼,176,191,176,188,2839000,525116000
5481-T,山陽特殊製鋼,東証1部,鉄鋼,482,502,478,496,693000,342247000
5482-T,愛知製鋼,東証1部,鉄鋼,463,474,462,470,298000,140159000
5484-T,東北特殊鋼,JQスタンダード,鉄鋼,1288,1318,1280,1288,2100,2707900
5486-T,日立金属,東証1部,鉄鋼,1542,1592,1537,1582,1754900,2761019100
5491-T,日本金属,東証1部,鉄鋼,129,134,129,134,269000,35443000
5541-T,大平洋金属,東証1部,鉄鋼,318,332,317,321,4556000,1472308000
5542-T,新報国製鉄,JQスタンダード,鉄鋼,535,565,534,559,25700,14123800
5563-T,新日本電工,東証1部,鉄鋼,240,252,240,252,955700,235974600
5602-T,栗本鐵工所,東証1部,鉄鋼,204,208,204,206,525000,108012000
5603-T,虹技,東証1部,鉄鋼,176,181,176,179,44000,7909000
5609-T,日本鋳造,東証2部,鉄鋼,116,122,116,119,187000,22347000
5610-T,大和重工,東証2部,鉄鋼,141,148,141,148,18000,2579000
5612-T,日本鋳鉄管,東証1部,鉄鋼,203,206,201,206,70000,14229000
5614-T,川金ホールディングス,東証2部,鉄鋼,380,393,376,376,22300,8514300
5631-T,日本製鋼所,東証1部,機械,402,431,401,419,4655000,1946358000
5632-T,三菱製鋼,東証1部,鉄鋼,227,235,227,233,282000,65438000
5644-T,メタルアート,東証2部,鉄鋼,292,299,292,299,4000,1187000
5658-T,日亜鋼業,東証1部,鉄鋼,303,303,292,292,14900,4439800
5659-T,日本精線,東証1部,鉄鋼,495,515,495,505,56000,28291000
5660-T,神鋼鋼線工業,東証2部,鉄鋼,168,169,164,166,43000,7132000
5695-T,パウダーテック,JQスタンダード,鉄鋼,-,-,-,-,0,0
5697-T,サンユウ,東証2部,鉄鋼,314,335,314,335,2200,700500
5698-T,エンビプロ・ホールディングス,東証2部,鉄鋼,671,676,666,673,10600,7133200
5702-T,大紀アルミニウム工業所,東証1部,非鉄金属,326,338,326,335,149000,49666000
5703-T,日本軽金属ホールディングス,東証1部,非鉄金属,182,190,182,188,5483900,1024198400
5706-T,三井金属鉱業,東証1部,非鉄金属,248,261,247,258,15840000,4047691000
5707-T,東邦亜鉛,東証1部,非鉄金属,304,322,303,315,3869000,1213755000
5711-T,三菱マテリアル,東証1部,非鉄金属,384,399,383,398,15180000,5976612000
5713-T,住友金属鉱山,東証1部,非鉄金属,1485.0,1558.5,1480.5,1549.5,8475000,12985119000
5714-T,DOWAホールディングス,東証1部,非鉄金属,1037,1084,1030,1078,1721000,1844287000
5714-F,DOWAホールディングス,福証,非鉄金属,-,-,-,-,0,0
5714-S,DOWAホールディングス,札証,非鉄金属,-,-,-,-,0,0
5715-T,古河機械金属,東証1部,非鉄金属,277,296,274,292,12739000,3669791000
5721-T,エス・サイエンス,東証1部,非鉄金属,47,47,46,46,270600,12658200
5724-T,アサカ理研,JQスタンダード,非鉄金属,1612,1630,1580,1596,10400,16643400
5726-T,大阪チタニウムテクノロジーズ,東証1部,非鉄金属,3085,3215,3035,3205,445300,1401813000
5727-T,東邦チタニウム,東証1部,非鉄金属,1480,1599,1466,1591,1489900,2307864900
5729-T,日本精鉱,東証2部,非鉄金属,333,341,329,341,16000,5368000
5741-T,UACJ,東証1部,非鉄金属,225,237,225,231,3536000,823740000
5742-T,エヌアイシ・オートテック,JQスタンダード,非鉄金属,559,575,546,566,25100,14057500
5753-T,日本伸銅,東証2部,非鉄金属,113,118,113,117,80000,9285000
5758-T,FCM,JQスタンダード,非鉄金属,3885,3940,3885,3895,1200,4693000
5781-T,東邦金属,東証2部,非鉄金属,278,305,245,247,29018000,8060657000
5801-T,古河電気工業,東証1部,非鉄金属,196,202,195,199,10459000,2078542000
5802-T,住友電気工業,東証1部,非鉄金属,1681.0,1727.0,1658.0,1707.0,3491400,5926664750
5802-F,住友電気工業,福証,非鉄金属,-,-,-,-,0,0
5803-T,フジクラ,東証1部,非鉄金属,607,619,602,616,2816000,1726172000
5805-T,昭和電線ホールディングス,東証1部,非鉄金属,85,88,85,87,2397000,207377000
5807-T,東京特殊電線,東証1部,非鉄金属,1025,1062,1019,1028,7600,7812800
5809-T,タツタ電線,東証1部,非鉄金属,465,477,461,473,180800,85058800
5815-T,沖電線,東証1部,非鉄金属,241,247,240,247,227000,55255000
5816-T,オーナンバ,東証2部,非鉄金属,379,397,379,397,40400,15709100
5817-T,日本電線工業,東証2部,非鉄金属,361,367,349,361,41200,15022600
5819-T,カナレ電気,東証1部,非鉄金属,1950,1973,1950,1965,6100,11964400
5820-T,三ッ星,JQスタンダード,非鉄金属,237,238,237,238,7000,1660000
5821-T,平河ヒューテック,東証1部,非鉄金属,1205,1208,1187,1199,17000,20433400
5851-T,リョービ,東証1部,非鉄金属,473,486,461,480,790000,375165000
5852-T,アーレスティ,東証1部,非鉄金属,825,845,820,840,76600,63917200
5856-T,東理ホールディングス,東証2部,非鉄金属,95,98,95,97,313400,30157900
5857-T,アサヒホールディングス,東証1部,非鉄金属,1760,1808,1751,1802,132300,236551900
5900-T,ダイケン,JQスタンダード,金属製品,720,720,720,720,1000,720000
5901-T,東洋製罐グループホールディングス,東証1部,金属製品,2000,2015,1973,2011,920600,1840409800
5902-T,ホッカンホールディングス,東証1部,金属製品,290,295,287,295,100000,29172000
5902-S,ホッカンホールディングス,札証,金属製品,-,-,-,-,0,0
5903-T,シンポ,JQスタンダード,金属製品,443,447,440,440,3500,1550700
5905-T,日本製罐,東証2部,金属製品,111,114,111,112,47000,5303000
5906-T,エムケー精工,JQスタンダード,金属製品,327,342,327,339,4300,1426700
5907-T,JFEコンテイナー,東証2部,金属製品,415,415,415,415,2000,830000
5909-T,コロナ,東証1部,金属製品,1181,1199,1156,1199,11500,13600600
5911-T,横河ブリッジホールディングス,東証1部,金属製品,1027,1038,1001,1023,224000,230387800
5912-T,OSJBホールディングス,東証1部,建設業,223,230,222,228,854000,193523300
5915-T,駒井ハルテック,東証1部,金属製品,217,219,213,217,88000,19076000
5918-T,瀧上工業,東証2部,金属製品,550,556,544,545,24000,13147000
5921-T,川岸工業,東証2部,金属製品,390,403,390,401,21000,8375000
5922-T,那須電機鉄工,東証2部,金属製品,348,368,348,362,17000,6088000
5923-T,高田機工,東証1部,金属製品,220,226,219,222,98000,21694000
5928-T,アルメタックス,東証2部,金属製品,385,385,375,383,13600,5203900
5929-T,三和ホールディングス,東証1部,金属製品,912,913,879,902,3700000,3331862600
5930-T,文化シヤッター,東証1部,金属製品,907,924,895,919,78400,71551500
5932-T,三協立山,東証1部,金属製品,1796,1889,1780,1850,394500,730372800
5933-T,アルインコ,東証1部,金属製品,1087,1094,1068,1082,40600,43916000
5935-T,元旦ビューティ工業,JQスタンダード,金属製品,362,362,362,362,2000,724000
5936-T,東洋シヤッター,東証1部,金属製品,950,950,921,945,7300,6885100
5938-T,LIXILグループ,東証1部,金属製品,2439,2475,2408,2460,3381100,8274786200
5939-T,大谷工業,JQスタンダード,金属製品,294,294,286,286,2000,580000
5940-T,不二サッシ,東証2部,金属製品,122,125,122,124,484500,59891000
5941-T,中西製作所,東証2部,金属製品,652,665,652,662,3000,1974400
5942-T,日本フイルコン,東証1部,金属製品,500,501,487,491,27100,13367500
5943-T,ノーリツ,東証1部,金属製品,1852,1858,1818,1835,93600,171517500
5945-T,天龍製鋸,JQスタンダード,金属製品,2591,2591,2523,2523,2200,5686600
5946-T,長府製作所,東証1部,金属製品,2461,2544,2417,2536,16600,41681200
5947-T,リンナイ,東証1部,金属製品,9100,9180,8930,9000,200200,1814755000
5949-T,ユニプレス,東証1部,輸送用機器,2281,2341,2241,2285,310500,711705300
5950-T,日本パワーファスニング,東証2部,金属製品,122,122,122,122,6000,732000
5951-T,ダイニチ工業,東証1部,金属製品,736,736,717,732,5200,3789600
5952-T,アマテイ,東証2部,金属製品,101,105,101,104,77000,7952000
5953-F,昭和鉄工,福証,金属製品,183,184,183,184,3000,550000
5955-T,ヤマシナ,東証2部,金属製品,60,62,60,62,1435600,87289500
5956-T,トーソー,東証2部,金属製品,520,520,515,519,7500,3884800
5957-T,日東精工,東証1部,金属製品,306,318,303,306,49000,15024000
5958-T,三洋工業,東証1部,金属製品,201,206,201,205,23000,4698000
5959-T,岡部,東証1部,金属製品,1026,1057,1010,1045,410900,428565500
5962-T,浅香工業,東証2部,その他製品,177,183,177,183,9000,1622000
5964-T,東洋刃物,東証2部,金属製品,106,112,106,109,59000,6426000
5965-T,フジマック,東証2部,金属製品,825,826,825,826,800,660300
5966-T,京都機械工具,東証2部,金属製品,360,360,359,359,2000,719000
5967-T,TONE,東証2部,金属製品,327,333,327,333,7000,2304000
5969-T,ロブテックス,東証2部,金属製品,186,194,186,192,12000,2285000
5970-T,ジーテクト,東証1部,金属製品,1211,1251,1195,1242,258400,318376900
5971-T,共和工業所,JQスタンダード,金属製品,670,679,670,679,3000,2019000
5973-T,トーアミ,東証2部,金属製品,531,538,530,538,1400,746800
5974-T,中国工業,東証1部,金属製品,770,779,765,779,3000,2314000
5975-T,東プレ,東証1部,金属製品,2320,2345,2285,2339,115200,267810400
5976-T,高周波熱錬,東証1部,金属製品,851,869,845,869,93800,80671600
5981-T,東京製綱,東証1部,金属製品,193,198,192,195,788000,153990000
5982-T,マルゼン,東証2部,金属製品,1015,1026,1015,1026,9000,9180000
5983-T,イワブチ,JQスタンダード,金属製品,576,580,568,568,12000,6927000
5984-T,兼房,東証2部,金属製品,852,888,852,868,4500,3924300
5985-T,サンコール,東証1部,金属製品,655,666,653,664,21500,14220700
5986-T,モリテック スチール,東証1部,金属製品,305,310,304,310,13800,4234400
5987-T,オーネックス,JQスタンダード,金属製品,151,162,151,160,166000,26204000
5988-T,パイオラックス,東証1部,金属製品,5550,5700,5430,5690,19400,108644000
5989-T,エイチワン,JQスタンダード,金属製品,648,668,648,663,12200,8065400
5990-T,スーパーツール,JQスタンダード,金属製品,475,478,475,478,36000,17131000
5991-T,日本発条,東証1部,金属製品,1175,1208,1168,1202,636300,759594800
5992-T,中央発條,東証1部,金属製品,302,309,301,303,35000,10629000
5994-T,ファインシンター,東証2部,金属製品,317,341,317,341,25000,8197000
5997-T,協立エアテック,JQスタンダード,金属製品,733,733,717,729,14900,10802100
5998-T,アドバネクス,東証1部,金属製品,210,223,210,219,1023000,222366000
5999-T,イハラサイエンス,JQスタンダード,金属製品,893,910,893,910,500,451300
6005-T,三浦工業,東証1部,機械,1315,1336,1301,1328,199600,263864300
6013-T,タクマ,東証1部,機械,875,906,875,904,397000,355261000
6016-T,神戸発動機,東証2部,輸送用機器,91,95,91,93,102000,9483000
6018-T,阪神内燃機工業,東証2部,輸送用機器,270,275,270,274,3000,819000
6022-T,赤阪鐵工所,東証2部,機械,155,159,155,159,27000,4240000
6023-T,ダイハツディーゼル,東証2部,輸送用機器,795,835,795,828,60000,48823000
6026-T,GMO TECH,東証マザーズ,サービス業,5330,5570,5330,5540,2800,15303000
6027-T,弁護士ドットコム,東証マザーズ,サービス業,2082,2134,2082,2126,11600,24461300
6028-T,テクノプロ・ホールディングス,東証1部,サービス業,3400,3420,3335,3365,370700,1246478500
6029-T,アトラ,東証マザーズ,サービス業,928,980,915,949,49600,46837300
6030-T,アドベンチャー,東証マザーズ,サービス業,5630,5880,5580,5680,32100,182938000
6031-T,サイジニア,東証マザーズ,サービス業,4950,5150,4950,5030,20200,101668500
6032-T,インターワークス,東証マザーズ,サービス業,1891,1891,1818,1844,1800,3304500
6033-T,エクストリーム,東証マザーズ,サービス業,2053,2137,2053,2137,4500,9415500
6034-T,MRT,東証マザーズ,サービス業,1280,1347,1270,1297,12100,15758700
6035-T,アイ・アールジャパンホールディングス,JQスタンダード,サービス業,840,847,802,842,21600,17863700
6036-T,KeePer技研,東証マザーズ,サービス業,2372,2443,2372,2404,2600,6252300
6037-T,ファーストロジック,東証マザーズ,サービス業,2300,2380,2276,2310,38500,88652700
6038-T,イード,東証マザーズ,サービス業,1490,1590,1489,1554,26600,40670200
6039-T,日本動物高度医療センター,東証マザーズ,サービス業,1580,1597,1550,1577,17200,27104900
6040-T,日本スキー場開発,東証マザーズ,サービス業,5200,5360,5150,5340,9000,47463000
