2015-08-28,全銘柄日足,http://k-db.com/
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
9063-T,岡山県貨物運送,東証2部,陸運業,272,274,266,269,20000,5400000
9064-T,ヤマトホールディングス,東証1部,陸運業,2342.5,2366.5,2324.5,2364.0,1595600,3747223350
9065-T,山九,東証1部,陸運業,604,613,601,605,1257000,762537000
9065-F,山九,福証,陸運業,-,-,-,-,0,0
9066-T,日新,東証1部,倉庫運輸関連,368,372,363,371,75000,27649000
9067-T,丸運,東証1部,陸運業,255,256,253,255,22700,5785700
9068-T,丸全昭和運輸,東証1部,陸運業,417,418,406,414,103000,42534000
9069-T,センコー,東証1部,陸運業,855,855,834,850,463000,392018000
9070-T,トナミホールディングス,東証1部,陸運業,360,376,355,372,237000,86118000
9072-T,日本梱包運輸倉庫,東証1部,陸運業,2097,2131,2050,2130,139300,293514400
9073-T,京極運輸商事,JQスタンダード,陸運業,354,368,354,366,9200,3333700
9074-T,日本石油輸送,東証1部,陸運業,236,247,236,242,36000,8782000
9075-T,福山通運,東証1部,陸運業,668,680,668,675,520000,350270000
9076-T,セイノーホールディングス,東証1部,陸運業,1364,1376,1341,1355,783300,1060424400
9081-T,神奈川中央交通,東証1部,陸運業,643,653,643,649,33000,21348000
9082-T,大和自動車交通,東証2部,陸運業,-,-,-,-,0,0
9083-T,神姫バス,東証2部,陸運業,-,-,-,-,0,0
9085-S,北海道中央バス,札証,陸運業,373,373,373,373,4000,1492000
9086-T,日立物流,東証1部,陸運業,2017,2022,1967,2014,516900,1032605100
9087-T,タカセ,JQスタンダード,陸運業,-,-,-,-,0,0
9090-T,丸和運輸機関,東証1部,陸運業,5490,5800,5400,5600,80300,449878000
9101-T,日本郵船,東証1部,海運業,327,328,323,324,36451000,11846361000
9104-T,商船三井,東証1部,海運業,345,353,345,350,17004000,5941077000
9107-T,川崎汽船,東証1部,海運業,268,272,265,271,19936000,5367096000
9107-F,川崎汽船,福証,海運業,-,-,-,-,0,0
9110-T,NSユナイテッド海運,東証1部,海運業,257,259,254,257,528000,135396000
9115-T,明治海運,東証1部,海運業,620,627,607,612,139000,85483300
9119-T,飯野海運,東証1部,海運業,582,587,574,585,141000,82129800
9119-F,飯野海運,福証,海運業,-,-,-,-,0,0
9127-T,玉井商船,東証2部,海運業,118,119,116,119,18000,2123000
9130-T,共栄タンカー,東証1部,海運業,190,194,190,192,46000,8843000
9132-T,第一中央汽船,東証1部,海運業,34,35,34,35,11724000,404939000
9133-T,東栄リーファーライン,JQスタンダード,海運業,366,382,362,382,13000,4892300
9171-T,栗林商船,東証2部,海運業,344,350,340,340,10000,3453000
9173-T,東海汽船,東証2部,海運業,196,197,196,196,7000,1374000
9176-T,佐渡汽船,JQスタンダード,海運業,306,310,305,310,7200,2206600
9179-T,川崎近海汽船,東証2部,海運業,353,368,353,360,11000,3990000
9193-T,東京汽船,東証2部,倉庫運輸関連,703,709,701,709,6000,4227000
9201-T,日本航空,東証1部,空運業,4460,4475,4280,4340,3351400,14557614000
9202-T,ANAホールディングス,東証1部,空運業,366.0,368.1,352.9,354.9,25485000,9109414700
9206-T,スターフライヤー,東証2部,空運業,1985,1990,1975,1977,3500,6938900
9232-T,パスコ,東証1部,空運業,306,313,306,312,20000,6218000
9233-T,アジア航測,東証2部,空運業,384,387,384,387,4000,1542000
9301-T,三菱倉庫,東証1部,倉庫運輸関連,1512,1519,1482,1498,615000,920469000
9302-T,三井倉庫ホールディングス,東証1部,倉庫運輸関連,366,376,365,374,892000,331132000
9303-T,住友倉庫,東証1部,倉庫運輸関連,627,629,621,629,299000,187179000
9304-T,澁澤倉庫,東証1部,倉庫運輸関連,336,338,335,338,54000,18158000
9305-T,ヤマタネ,東証1部,卸売業,179,186,179,185,874000,159873000
9306-T,東陽倉庫,東証1部,倉庫運輸関連,260,267,260,267,16000,4236000
9307-T,杉村倉庫,東証2部,倉庫運輸関連,280,289,280,289,8000,2282000
9308-T,乾汽船,東証1部,倉庫運輸関連,856,890,850,868,32800,28473700
9310-T,日本トランスシティ,東証1部,倉庫運輸関連,433,437,428,436,45000,19488000
9311-T,アサガミ,東証2部,倉庫運輸関連,-,-,-,-,0,0
9312-T,ケイヒン,東証1部,倉庫運輸関連,187,191,186,190,116000,21937000
9313-T,丸八倉庫,東証2部,倉庫運輸関連,470,489,470,470,37000,17773000
9317-T,オーナミ,東証2部,倉庫運輸関連,-,-,-,-,0,0
9318-T,アジア・アライアンス・ホールディングス,東証2部,証券商品先物,14,15,13,14,2656500,37104100
9319-T,中央倉庫,東証1部,倉庫運輸関連,946,951,939,947,6500,6152400
9322-T,川西倉庫,東証2部,倉庫運輸関連,594,599,594,599,1600,957300
9324-T,安田倉庫,東証1部,倉庫運輸関連,990,990,970,978,17100,16723600
9351-T,東洋埠頭,東証1部,倉庫運輸関連,195,197,195,196,63000,12326000
9353-T,櫻島埠頭,東証2部,倉庫運輸関連,140,147,140,147,31000,4461000
9355-T,リンコーコーポレーション,東証2部,倉庫運輸関連,168,172,168,172,10000,1700000
9358-T,宇徳,東証1部,倉庫運輸関連,518,534,514,526,20200,10609500
9360-T,鈴与シンワート,東証2部,情報・通信業,204,207,198,207,15000,3037000
9361-T,伏木海陸運送,東証2部,倉庫運輸関連,-,-,-,-,0,0
9362-T,兵機海運,東証2部,倉庫運輸関連,158,158,158,158,1000,158000
9363-T,大運,東証2部,倉庫運輸関連,49,50,48,49,632000,30945000
9364-T,上組,東証1部,倉庫運輸関連,1036,1044,1008,1030,2166000,2219664000
9365-T,トレーディア,東証2部,倉庫運輸関連,159,165,159,165,5000,812000
9366-T,サンリツ,東証1部,倉庫運輸関連,529,529,523,527,3000,1579100
9367-T,大東港運,JQスタンダード,倉庫運輸関連,379,379,379,379,3000,1137000
9368-T,キムラユニティー,東証1部,倉庫運輸関連,1468,1500,1434,1490,22000,32365100
9369-T,キユーソー流通システム,東証1部,倉庫運輸関連,2527,2538,2472,2516,26900,67288700
9370-T,郵船ロジスティクス,東証1部,倉庫運輸関連,1338,1338,1303,1307,74300,97950000
9373-T,ニッコウトラベル,東証2部,サービス業,320,329,312,326,8300,2654200
9375-T,近鉄エクスプレス,東証1部,倉庫運輸関連,4540,4615,4460,4580,97300,441810500
9376-T,ユーラシア旅行社,JQスタンダード,サービス業,540,560,540,558,1400,777600
9377-T,エージーピー,JQスタンダード,倉庫運輸関連,355,363,353,353,19000,6799000
9380-T,東海運,東証1部,倉庫運輸関連,286,300,283,294,105400,30839500
9381-T,エーアイテイー,東証1部,倉庫運輸関連,976,981,958,977,23800,23171700
9384-T,内外トランスライン,東証1部,倉庫運輸関連,1296,1304,1253,1301,53700,68893400
9385-T,ショーエイコーポレーション,JQグロース,化学,230,239,230,239,6800,1594000
9386-T,日本コンセプト,JQスタンダード,倉庫運輸関連,3305,3465,3305,3415,3500,11854000
9399-T,新華ホールディングス・リミテッド,東証2部外国,情報・通信業,262,273,260,270,25461,6830302
9401-T,東京放送ホールディングス,東証1部,情報・通信業,1678,1686,1636,1649,316500,522112600
9404-T,日本テレビホールディングス,東証1部,情報・通信業,2130,2147,2078,2093,625100,1308782200
9405-T,朝日放送,東証1部,情報・通信業,852,852,832,850,57500,48505300
9407-F,RKB毎日放送,福証,情報・通信業,-,-,-,-,0,0
9408-T,新潟放送,JQスタンダード,情報・通信業,728,735,717,733,5300,3847500
9409-T,テレビ朝日ホールディングス,東証1部,情報・通信業,1797,1818,1779,1789,155700,279340900
9412-T,スカパーJSATホールディングス,東証1部,情報・通信業,557,559,548,554,822100,456032400
9413-T,テレビ東京ホールディングス,東証1部,情報・通信業,2116,2130,2079,2095,155500,325829300
9414-T,日本BS放送,東証1部,情報・通信業,958,958,940,953,314000,300107000
9417-T,スマートバリュー,JQスタンダード,情報・通信業,3585,3630,3545,3575,12000,42978500
9418-T,U-NEXT,東証マザーズ,情報・通信業,1640,1679,1600,1615,186400,304635300
9419-T,ワイヤレスゲート,東証マザーズ,情報・通信業,2330,2410,2306,2392,116200,273622800
9421-T,ネプロジャパン,JQスタンダード,情報・通信業,1400,1539,1371,1521,76800,112595600
9422-T,コネクシオ,東証1部,情報・通信業,1323,1323,1276,1293,67500,87370000
9423-T,フォーバル・リアルストレート,JQスタンダード,情報・通信業,108,113,107,109,375100,41009700
9424-T,日本通信,東証1部,情報・通信業,285,295,284,293,1704500,494432200
9425-T,日本テレホン,JQスタンダード,情報・通信業,601,625,601,625,5700,3531000
9428-T,クロップス,東証1部,情報・通信業,495,499,495,497,5400,2681700
9432-T,日本電信電話,東証1部,情報・通信業,4728.0,4736.5,4601.0,4644.0,5964400,27744814150
9433-T,KDDI,東証1部,情報・通信業,3053.0,3055.0,2986.5,3025.0,7398400,22372813250
9435-T,光通信,東証1部,情報・通信業,8010,8160,7910,8060,203000,1638051000
9436-T,沖縄セルラー電話,JQスタンダード,情報・通信業,3600,3655,3585,3585,9300,33628500
9437-T,NTTドコモ,東証1部,情報・通信業,2549.0,2557.0,2482.5,2512.5,9475200,23792171350
9438-T,エムティーアイ,東証1部,情報・通信業,738,771,734,759,372100,280433800
9439-T,エム・エイチ・グループ,JQスタンダード,サービス業,286,293,286,291,3000,872300
9441-T,ベルパーク,JQスタンダード,情報・通信業,-,-,-,-,0,0
9444-T,トーシン,JQスタンダード,情報・通信業,579,581,570,573,9100,5229100
9445-T,フォーバルテレコム,東証2部,情報・通信業,395,396,388,391,7400,2913400
9446-T,エスケーアイ,JQスタンダード,情報・通信業,379,379,365,366,13700,5135100
9449-T,GMOインターネット,東証1部,情報・通信業,1712,1727,1679,1721,1144800,1954543800
9467-T,アルファポリス,東証マザーズ,情報・通信業,2350,2460,2350,2403,64500,154309500
9468-T,KADOKAWA・DWANGO,東証1部,情報・通信業,1460,1463,1423,1428,517600,743596900
9470-T,学研ホールディングス,東証1部,情報・通信業,236,238,236,237,61000,14441000
9474-T,ゼンリン,東証1部,情報・通信業,1560,1576,1540,1567,29900,46750700
9474-F,ゼンリン,福証,情報・通信業,-,-,-,-,0,0
9475-T,昭文社,東証1部,情報・通信業,742,765,732,757,27400,20643100
9476-T,中央経済社,JQスタンダード,情報・通信業,454,457,445,445,2600,1179800
9478-T,SEホールディングス・アンド・インキュベーションズ,JQスタンダード,情報・通信業,165,176,165,172,335100,57366300
9479-T,インプレスホールディングス,東証1部,情報・通信業,170,175,170,174,157700,27199100
9501-T,東京電力,東証1部,電気・ガス業,846,853,828,842,55943300,47074525200
9502-T,中部電力,東証1部,電気・ガス業,1896.0,1909.5,1860.0,1883.0,2506500,4727117850
9503-T,関西電力,東証1部,電気・ガス業,1537.5,1566.5,1516.0,1551.0,3326800,5124606100
9504-T,中国電力,東証1部,電気・ガス業,1792,1825,1769,1811,1203900,2166572800
9505-T,北陸電力,東証1部,電気・ガス業,1777,1790,1749,1775,834400,1475812500
9506-T,東北電力,東証1部,電気・ガス業,1698,1705,1665,1682,1581800,2660122200
9507-T,四国電力,東証1部,電気・ガス業,1974,1974,1913,1936,477900,926297400
9508-T,九州電力,東証1部,電気・ガス業,1484,1500,1457,1475,3490400,5147487200
9508-F,九州電力,福証,電気・ガス業,-,-,-,-,0,0
9509-T,北海道電力,東証1部,電気・ガス業,1344,1355,1325,1346,1218400,1633601900
9509-S,北海道電力,札証,電気・ガス業,-,-,-,-,0,0
9511-T,沖縄電力,東証1部,電気・ガス業,2932,2932,2843,2904,112200,324469500
9511-F,沖縄電力,福証,電気・ガス業,-,-,-,-,0,0
9513-T,電源開発,東証1部,電気・ガス業,3785,3820,3740,3800,781600,2957690000
9514-T,ファーストエスコ,東証マザーズ,電気・ガス業,619,648,619,643,46500,29620900
9517-T,イーレックス,東証マザーズ,電気・ガス業,1003,1049,983,991,156700,157728400
9531-T,東京瓦斯,東証1部,電気・ガス業,660.0,670.5,654.0,663.7,8108000,5371355000
9532-T,大阪瓦斯,東証1部,電気・ガス業,491.6,499.3,486.5,494.8,6537000,3227504600
9533-T,東邦瓦斯,東証1部,電気・ガス業,741,744,727,739,1188000,875841000
9534-T,北海道瓦斯,東証1部,電気・ガス業,281,285,280,285,130000,36878000
9534-S,北海道瓦斯,札証,電気・ガス業,-,-,-,-,0,0
9535-T,広島ガス,東証1部,電気・ガス業,450,453,441,450,29900,13366200
9536-T,西部瓦斯,東証1部,電気・ガス業,304,304,294,299,319000,95713000
9536-F,西部瓦斯,福証,電気・ガス業,-,-,-,-,0,0
9537-T,北陸瓦斯,東証2部,電気・ガス業,287,288,287,287,6000,1723000
9539-T,京葉瓦斯,東証2部,電気・ガス業,579,590,579,580,17000,10003000
9543-T,静岡ガス,東証1部,電気・ガス業,862,862,824,848,141500,119275700
9551-T,メタウォーター,東証1部,電気・ガス業,2851,2898,2800,2823,100200,284114900
9600-T,アイネット,東証1部,情報・通信業,1255,1278,1232,1278,32300,40741000
9601-T,松竹,東証1部,情報・通信業,952,971,950,968,467000,448945000
9601-F,松竹,福証,情報・通信業,-,-,-,-,0,0
9601-S,松竹,札証,情報・通信業,-,-,-,-,0,0
9602-T,東宝,東証1部,情報・通信業,2733,2770,2700,2756,520900,1427124800
9602-F,東宝,福証,情報・通信業,-,-,-,-,0,0
9603-T,エイチ・アイ・エス,東証1部,サービス業,4190,4195,4065,4135,352700,1451646000
9605-T,東映,東証1部,情報・通信業,898,913,882,891,274000,244187000
9607-T,AOI Pro.,東証1部,情報・通信業,1024,1044,1024,1040,17200,17809100
9608-T,福山コンサルタント,JQスタンダード,サービス業,500,502,490,492,3300,1643200
9610-T,ウィルソン・ラーニング ワールドワイド,JQスタンダード,サービス業,395,404,385,395,113400,44668100
9612-T,ラックランド,東証2部,サービス業,1750,1753,1735,1736,8800,15326700
9613-T,エヌ・ティ・ティ・データ,東証1部,情報・通信業,5740,5780,5690,5770,688500,3950861000
9616-T,共立メンテナンス,東証1部,サービス業,7480,7550,7300,7500,337300,2510711000
9619-T,イチネンホールディングス,東証1部,サービス業,1114,1134,1103,1133,38700,43330600
9621-T,建設技術研究所,東証1部,サービス業,1225,1284,1225,1273,47100,59236300
9622-T,スペース,東証1部,サービス業,1241,1248,1230,1238,8300,10285100
9624-T,長大,東証2部,サービス業,492,503,485,494,91900,45492800
9625-T,セレスポ,JQスタンダード,サービス業,370,385,370,385,12000,4535000
9627-T,アインファーマシーズ,東証1部,小売業,5550,5600,5290,5440,421600,2291520000
9627-S,アインファーマシーズ,札証,小売業,-,-,-,-,0,0
9628-T,燦ホールディングス,東証1部,サービス業,1610,1647,1581,1589,5500,8786800
9629-T,ピー・シー・エー,東証1部,情報・通信業,1415,1451,1400,1411,13900,19677600
9631-T,東急レクリエーション,東証2部,サービス業,735,735,731,734,29000,21287000
9632-T,スバル興業,東証1部,サービス業,390,415,385,396,78000,30918000
9633-T,東京テアトル,東証1部,サービス業,139,140,138,140,166000,23123000
9635-T,武蔵野興業,東証2部,サービス業,248,248,248,248,4000,992000
